time,flow_1,flow_2,flow_3,flow_4,flow_5,flow_6,flow_7,flow_8,flow_9,flow_10,flow_11,flow_12,flow_13,flow_14,flow_15,flow_16,flow_17,flow_18,flow_19,flow_20,train or test
2022-06-10 02:00:00,21.4,6.0,31.5,17.0,1.4,32.0,3.4,0.3,1.8,0.528,1.4,0.859,0.7,0.3,0.3,1.9,1.5,1.152,0.697,0.2,train
2022-06-10 03:00:00,19.5,5.5,29.5,13.6,1.1,28.2,2.2,0.2,1.7,0.119,0.8,0.702,0.4,0.3,0.4,0.9,1.3,0.742,0.411,0.3,train
2022-06-10 04:00:00,17.5,4.4,29.3,12.8,1.0,26.8,2.1,0.2,1.4,0.111,1.0,0.243,0.3,0.2,0.1,0.6,0.8,0.716,0.256,0.3,train
2022-06-10 05:00:00,22.8,6.8,33.0,18.0,1.7,35.2,3.0,0.6,2.6,0.327,1.4,0.567,0.6,0.5,0.2,1.6,2.3,1.373,0.674,0.6,train
2022-06-10 06:00:00,39.1,19.0,61.0,46.0,5.1,81.0,13.3,2.0,8.5,1.92,4.7,2.94,2.1,2.2,2.0,4.5,7.0,5.2,2.98,2.0,train
2022-06-10 07:00:00,53.7,27.2,90.7,62.9,9.2,122.8,21.3,3.6,12.3,4.436,7.3,5.964,3.2,4.9,3.6,7.4,12.6,7.944,5.148,3.1,train
2022-06-10 08:00:00,50.4,27.1,95.3,61.0,8.0,117.0,19.5,2.7,9.5,4.272,7.0,4.792,2.6,4.1,2.2,6.3,11.3,7.76,4.4,3.3,train
2022-06-10 09:00:00,89.4,25.3,86.7,53.4,6.0,95.2,15.1,2.2,7.0,4.328,6.6,3.264,3.5,3.2,2.2,5.9,9.5,6.808,3.404,3.1,train
2022-06-10 10:00:00,43.8,21.6,75.7,46.6,5.8,93.6,11.9,1.6,6.6,3.09,4.9,2.836,3.2,2.9,1.8,4.7,7.9,5.888,2.682,2.7,train
2022-06-10 11:00:00,44.4,21.3,75.3,43.2,5.6,97.4,12.6,1.8,5.9,2.608,4.9,2.376,3.4,3.3,2.3,4.7,8.4,6.072,2.604,2.8,train
2022-06-10 12:00:00,43.0,20.5,77.3,46.1,5.1,100.3,14.2,1.4,6.1,2.542,5.2,2.964,2.9,2.7,2.5,4.2,7.6,5.584,2.518,3.0,train
2022-06-10 13:00:00,36.4,17.5,65.0,38.7,3.5,79.3,9.9,1.2,4.7,1.66,5.0,2.032,3.3,2.3,1.4,3.2,6.9,4.6,1.71,2.5,train
2022-06-10 14:00:00,27.2,11.2,56.0,22.7,2.5,66.2,6.2,1.0,3.3,0.995,3.0,1.184,3.3,1.3,0.9,2.8,3.5,2.76,1.794,2.0,train
2022-06-10 15:00:00,30.2,11.4,56.4,21.4,2.6,73.8,6.6,1.0,3.4,1.004,2.3,2.304,4.5,1.0,0.9,2.6,3.7,3.016,1.408,2.0,train
2022-06-10 16:00:00,33.5,12.9,61.3,25.3,2.7,77.0,7.7,0.9,4.1,1.38,2.8,1.212,3.5,1.3,0.9,2.4,5.0,3.312,1.681,1.8,train
2022-06-10 17:00:00,42.5,20.1,69.3,41.0,4.1,91.4,11.7,1.6,5.8,1.744,4.1,2.176,2.9,2.2,1.4,3.8,6.1,5.12,2.556,2.4,train
2022-06-10 18:00:00,51.5,24.7,80.2,58.6,5.9,101.0,18.1,2.5,7.8,2.716,7.1,3.484,4.6,3.0,2.1,6.2,9.8,5.688,2.592,2.3,train
2022-06-10 19:00:00,53.6,27.7,91.8,64.7,6.1,119.6,19.9,3.1,9.5,3.868,7.5,3.9,4.5,3.3,2.5,8.0,11.7,7.848,4.03,2.9,train
2022-06-10 20:00:00,65.8,31.3,103.7,62.5,7.1,136.0,24.9,3.3,11.8,4.224,8.4,6.04,4.3,5.3,3.5,9.9,13.5,10.976,4.604,3.0,train
2022-06-10 21:00:00,70.0,45.6,128.7,82.1,10.5,174.2,34.7,5.0,15.8,6.408,11.9,8.584,4.4,7.6,4.4,10.9,17.6,14.816,7.536,3.5,train
2022-06-10 22:00:00,70.0,47.2,132.0,80.0,10.3,171.5,35.6,5.9,14.7,7.544,13.0,8.948,6.0,7.6,3.7,11.2,20.3,18.176,7.288,5.5,train
2022-06-10 23:00:00,57.9,35.7,107.3,95.3,8.7,123.7,26.2,3.6,11.4,6.512,11.1,5.788,5.0,7.2,3.7,10.3,14.5,11.648,5.202,4.6,train
2022-06-11 00:00:00,39.4,19.2,74.5,55.5,5.7,76.8,18.0,2.1,5.7,2.536,6.6,2.768,3.2,4.5,2.2,5.3,9.6,6.832,2.754,2.1,train
2022-06-11 01:00:00,25.0,11.3,49.2,24.3,2.6,49.8,8.2,0.8,3.0,2.143,4.0,1.052,1.3,1.6,1.0,3.0,5.2,3.008,1.478,1.2,train
2022-06-11 02:00:00,18.2,5.9,37.6,17.3,1.3,35.7,4.1,0.4,2.5,0.238,1.8,0.859,1.0,0.6,0.5,2.0,3.0,2.266,1.346,0.6,train
2022-06-11 03:00:00,16.8,4.1,31.7,14.3,1.0,29.3,2.8,0.3,2.0,0.255,0.8,0.702,0.9,0.3,0.4,0.5,1.5,1.089,1.2,0.4,train
2022-06-11 04:00:00,16.6,3.7,28.7,13.8,1.0,28.2,2.6,0.2,1.5,0.118,0.7,0.243,0.4,0.2,0.2,0.6,0.8,1.036,1.136,0.7,train
2022-06-11 05:00:00,21.1,4.6,31.8,16.3,1.1,33.5,2.9,0.5,2.1,0.272,0.7,0.567,0.5,0.4,0.8,1.0,2.1,1.045,1.272,0.6,train
2022-06-11 06:00:00,29.5,11.7,48.5,28.7,2.6,57.0,7.5,1.0,4.5,1.92,1.9,2.94,1.6,1.4,1.1,2.6,4.7,5.2,2.98,1.3,train
2022-06-11 07:00:00,42.0,18.7,69.3,44.5,5.3,88.7,16.1,2.6,7.6,4.436,5.5,5.964,2.2,2.9,2.1,5.1,8.9,7.944,5.148,2.0,train
2022-06-11 08:00:00,53.5,30.0,94.4,65.3,9.1,121.0,22.8,3.7,11.0,4.272,7.9,4.792,2.8,4.8,2.8,7.3,13.9,7.76,4.4,3.5,train
2022-06-11 09:00:00,54.2,30.0,105.0,69.8,10.2,129.0,22.3,3.7,11.1,4.328,8.1,3.264,5.6,4.2,2.9,7.4,13.6,10.256,3.404,3.8,train
2022-06-11 10:00:00,53.0,25.8,94.6,60.4,8.8,118.8,20.9,3.1,9.7,3.09,7.8,2.836,4.1,4.4,2.4,7.9,12.2,5.888,2.682,3.4,train
2022-06-11 11:00:00,52.5,24.1,93.2,56.6,8.1,118.8,20.3,3.4,9.1,2.608,6.8,2.376,3.7,4.4,2.0,7.9,11.5,6.072,2.604,3.0,train
2022-06-11 12:00:00,46.5,23.3,83.2,55.3,6.2,110.0,18.0,2.8,8.6,2.542,6.8,2.964,4.0,3.8,2.2,7.4,11.9,5.584,2.518,3.4,train
2022-06-11 13:00:00,39.9,18.1,71.6,43.1,4.8,91.0,13.8,2.5,6.7,2.306,5.2,2.032,2.7,2.6,1.8,4.8,8.1,6.92,1.71,2.8,train
2022-06-11 14:00:00,33.6,14.4,57.7,26.5,3.4,72.7,9.5,1.6,5.7,0.995,3.8,1.184,2.5,2.5,1.3,4.2,6.7,2.76,1.794,1.8,train
2022-06-11 15:00:00,30.5,12.7,59.0,27.9,3.6,70.5,9.1,1.2,4.9,1.004,3.5,2.304,2.1,2.1,1.2,3.5,7.4,3.016,1.408,1.6,train
2022-06-11 16:00:00,34.1,13.2,64.7,30.9,4.4,80.5,10.2,1.3,5.9,1.38,3.6,1.212,2.4,1.8,2.1,4.2,8.7,3.312,1.681,2.0,train
2022-06-11 17:00:00,42.6,18.4,75.3,43.9,6.0,92.5,13.7,2.0,7.7,2.934,5.4,2.176,2.9,2.6,1.8,5.4,10.1,5.472,2.556,2.5,train
2022-06-11 18:00:00,48.4,21.6,81.7,56.6,7.1,102.5,16.8,2.9,9.4,3.186,6.7,3.484,3.7,3.3,2.4,6.0,11.5,7.512,2.592,3.0,train
2022-06-11 19:00:00,56.4,26.2,89.0,65.1,6.9,116.3,20.5,2.8,8.8,4.044,8.3,3.9,3.9,4.4,2.6,6.8,13.0,8.472,4.802,3.7,train
2022-06-11 20:00:00,67.9,34.1,102.3,55.0,9.0,132.4,23.8,3.4,10.0,5.06,10.8,6.04,3.8,5.9,3.3,10.0,14.9,11.816,5.518,3.8,train
2022-06-11 21:00:00,69.9,43.2,126.7,81.6,10.4,172.3,31.2,3.6,16.4,6.488,12.1,8.584,4.9,8.9,4.4,9.5,19.3,13.824,6.77,3.9,train
2022-06-11 22:00:00,70.5,47.7,131.8,83.5,11.4,171.5,36.6,5.9,17.4,7.168,13.5,8.948,5.2,9.3,4.6,11.6,19.5,15.56,6.84,5.2,train
2022-06-11 23:00:00,58.3,33.0,109.5,98.3,7.6,126.8,26.4,3.3,12.5,6.91,9.1,5.788,5.0,5.1,3.2,9.9,15.8,12.04,5.644,3.5,train
2022-06-12 00:00:00,36.4,21.1,77.3,55.3,5.0,76.0,16.4,1.7,6.6,2.536,5.6,2.768,3.1,3.0,2.0,6.7,9.3,6.832,2.754,2.5,train
2022-06-12 01:00:00,24.4,11.3,50.7,24.4,2.5,45.0,7.0,0.7,3.3,2.143,3.3,1.052,1.6,2.1,1.1,3.7,4.0,3.008,1.478,1.2,train
2022-06-12 02:00:00,19.5,7.3,37.5,17.0,1.6,35.2,3.4,0.4,1.9,0.238,2.3,0.859,0.9,0.7,1.0,2.2,2.3,2.266,1.346,0.7,train
2022-06-12 03:00:00,16.7,5.8,33.8,15.5,1.2,31.8,2.5,0.3,1.8,0.255,1.2,0.702,0.5,0.5,0.9,1.4,1.8,1.089,1.2,0.4,train
2022-06-12 04:00:00,16.3,4.2,30.7,14.0,0.9,27.7,1.8,0.2,1.5,0.118,1.1,0.243,0.3,0.4,0.2,1.1,1.1,1.036,1.136,0.2,train
2022-06-12 05:00:00,18.3,4.9,32.5,16.8,1.1,30.5,1.9,0.3,1.8,0.272,0.6,0.567,0.9,0.4,0.5,1.3,1.7,1.045,1.272,0.6,train
2022-06-12 06:00:00,27.6,8.4,44.2,25.1,2.2,52.2,6.4,0.9,3.5,1.92,2.1,2.94,1.8,1.2,1.5,2.0,3.7,5.2,2.98,2.3,train
2022-06-12 07:00:00,35.6,17.9,63.8,40.6,4.6,80.8,11.9,2.1,6.5,1.718,3.7,5.964,2.5,2.1,2.6,3.5,7.2,7.944,5.148,1.5,train
2022-06-12 08:00:00,51.5,25.9,83.5,59.8,6.8,111.8,20.0,2.9,10.3,4.272,7.6,4.792,2.8,4.4,3.3,6.1,11.0,7.76,4.4,2.0,train
2022-06-12 09:00:00,56.6,30.1,101.0,69.6,9.6,116.4,24.1,3.6,12.9,4.328,7.6,3.264,4.1,4.9,3.7,7.9,13.9,10.256,3.404,3.3,train
2022-06-12 10:00:00,57.1,29.1,99.3,64.8,9.3,129.3,24.2,3.7,12.2,3.09,7.7,2.836,4.4,4.2,3.3,8.5,14.3,5.888,2.682,3.5,train
2022-06-12 11:00:00,55.3,28.4,96.7,61.2,8.4,127.5,23.7,3.9,11.3,2.608,7.8,2.376,4.5,5.0,2.9,8.5,14.0,6.072,2.604,3.4,train
2022-06-12 12:00:00,52.5,25.1,92.3,58.0,7.2,114.5,19.9,3.4,9.6,2.542,7.6,2.964,4.3,4.4,3.2,7.2,12.9,5.584,2.518,3.2,train
2022-06-12 13:00:00,45.8,22.6,84.4,49.5,6.0,103.7,16.1,2.4,8.3,2.306,5.9,2.032,3.7,3.5,2.9,5.2,10.0,6.92,3.212,2.4,train
2022-06-12 14:00:00,35.0,17.3,69.6,31.6,5.4,80.0,11.3,1.7,6.3,0.995,4.2,1.184,3.4,2.0,1.6,4.0,7.2,2.76,1.794,2.4,train
2022-06-12 15:00:00,34.0,16.0,67.7,34.3,4.9,78.3,10.9,1.4,6.3,2.788,3.9,2.304,2.8,1.8,1.9,4.0,6.7,4.688,1.408,2.4,train
2022-06-12 16:00:00,69.8,17.8,72.0,37.2,4.9,83.0,12.7,1.4,6.3,1.38,4.1,1.212,3.6,2.3,1.9,4.1,8.4,3.312,1.681,2.0,train
2022-06-12 17:00:00,49.8,23.3,81.5,47.8,6.5,101.0,16.4,2.3,8.3,2.934,5.4,2.176,4.0,3.8,2.0,5.6,9.7,5.472,3.268,2.2,train
2022-06-12 18:00:00,52.5,24.5,94.0,56.1,7.5,109.0,18.6,3.1,9.7,3.186,7.2,3.484,4.8,3.9,2.3,8.8,12.6,7.512,2.592,2.5,train
2022-06-12 19:00:00,60.5,30.0,102.2,72.4,8.3,132.0,25.2,3.4,11.8,4.044,9.3,3.9,4.5,4.9,3.3,9.0,13.6,8.472,4.802,3.0,train
2022-06-12 20:00:00,70.4,39.1,121.3,66.9,10.6,160.7,32.3,4.6,13.8,5.06,11.0,6.04,5.6,7.2,4.8,12.6,17.7,11.816,5.518,4.3,train
2022-06-12 21:00:00,70.6,50.1,145.5,89.3,12.5,205.3,44.6,6.1,19.8,9.096,14.7,8.584,5.5,10.2,5.5,13.7,22.9,18.48,6.77,5.9,train
2022-06-12 22:00:00,105.0,48.5,143.8,84.3,12.1,178.3,37.1,5.6,18.2,9.536,14.8,8.948,6.7,7.9,5.6,12.9,22.5,16.832,6.84,6.1,train
2022-06-12 23:00:00,56.6,30.5,104.4,92.1,7.9,116.2,23.5,3.2,10.9,4.688,9.7,5.788,5.5,5.8,3.4,9.7,15.7,11.28,5.644,3.5,train
2022-06-13 00:00:00,35.1,16.0,63.3,69.4,3.9,66.8,11.6,1.4,5.2,2.536,5.7,2.768,2.9,3.2,1.7,4.7,7.6,6.832,2.754,1.8,train
2022-06-13 01:00:00,23.8,7.7,42.0,25.3,2.4,44.0,5.6,0.5,2.7,2.143,3.5,1.052,1.0,1.3,0.9,3.0,4.3,3.008,1.296,0.9,train
2022-06-13 02:00:00,19.9,4.1,34.3,16.7,1.5,31.4,2.3,0.5,1.8,0.238,2.2,0.859,0.6,0.5,0.5,1.7,1.4,2.266,0.706,0.5,train
2022-06-13 03:00:00,18.6,3.0,30.7,14.3,1.0,27.6,2.4,0.2,1.4,0.255,1.4,0.702,0.7,0.3,0.6,1.3,0.9,1.089,0.407,0.3,train
2022-06-13 04:00:00,17.7,3.1,29.7,13.7,1.0,28.0,2.2,0.2,1.3,0.118,1.4,0.243,0.5,0.2,0.3,1.4,1.2,1.036,0.366,0.4,train
2022-06-13 05:00:00,21.8,5.1,33.8,19.3,1.9,34.7,3.0,0.6,2.7,0.272,1.5,0.567,0.7,0.7,0.3,1.6,2.0,1.045,0.69,0.7,train
2022-06-13 06:00:00,41.0,16.6,64.8,48.8,6.2,83.5,14.1,2.2,7.9,1.92,4.8,2.94,2.2,2.7,1.8,4.8,8.6,5.2,2.98,2.0,train
2022-06-13 07:00:00,53.7,29.7,99.0,63.9,9.7,134.0,23.3,3.6,11.6,1.718,8.2,5.964,3.6,5.3,3.4,7.5,12.9,7.944,5.148,3.1,train
2022-06-13 08:00:00,51.2,27.2,98.7,63.7,8.5,123.2,20.6,3.3,8.6,4.272,7.0,4.792,3.0,4.9,2.6,5.9,11.9,7.76,4.4,4.0,train
2022-06-13 09:00:00,48.6,23.6,93.3,56.2,7.3,110.0,16.3,2.2,7.6,4.328,6.2,3.264,3.5,3.5,2.2,5.9,11.6,10.256,3.404,7.4,train
2022-06-13 10:00:00,45.7,21.2,82.7,47.2,6.5,99.3,15.8,2.0,7.0,3.09,5.5,2.836,3.5,3.3,2.2,5.7,8.8,5.888,2.682,10.8,train
2022-06-13 11:00:00,47.0,20.4,80.5,46.0,5.8,105.3,14.4,2.2,7.0,2.608,4.8,2.376,3.8,3.2,1.7,6.1,8.0,6.072,2.604,9.6,train
2022-06-13 12:00:00,45.8,19.9,79.5,48.2,5.5,105.4,13.8,2.1,7.0,2.542,5.1,2.964,3.7,2.9,2.4,4.9,8.6,5.584,2.518,3.4,train
2022-06-13 13:00:00,36.3,17.4,69.7,38.3,3.9,82.3,9.0,1.3,6.0,2.056,3.8,2.032,3.3,2.2,1.8,3.0,6.3,4.808,2.768,3.4,train
2022-06-13 14:00:00,30.0,14.1,59.6,25.3,3.1,66.5,6.8,1.1,4.6,1.396,2.6,1.184,2.8,1.6,1.2,2.7,4.2,3.68,2.108,3.4,train
2022-06-13 15:00:00,31.3,12.6,62.0,27.2,3.0,68.8,6.9,0.9,3.4,1.54,2.0,2.304,2.7,1.3,1.6,1.8,4.6,3.336,1.608,2.3,train
2022-06-13 16:00:00,36.0,13.8,64.2,26.8,3.6,74.2,7.3,1.3,4.9,1.386,2.7,1.212,2.4,1.3,1.1,2.4,4.4,4.008,1.54,2.1,train
2022-06-13 17:00:00,43.4,18.4,72.8,41.8,4.4,89.0,11.6,2.1,7.6,2.14,4.5,2.176,3.3,2.7,1.3,3.6,6.2,4.92,2.01,2.6,train
2022-06-13 18:00:00,53.9,23.2,83.4,57.8,5.8,103.0,16.8,2.8,9.8,2.354,7.2,3.484,5.1,3.7,2.1,6.1,10.2,7.552,3.18,3.0,train
2022-06-13 19:00:00,59.8,29.6,95.6,71.1,6.9,120.0,22.6,3.2,10.9,3.642,8.1,3.9,4.8,4.1,2.3,8.0,13.5,8.296,4.15,3.6,train
2022-06-13 20:00:00,68.9,39.6,119.7,64.7,8.8,147.2,30.9,4.7,12.6,4.548,9.0,6.04,5.0,6.1,3.5,10.7,18.4,12.824,6.08,4.4,train
2022-06-13 21:00:00,72.3,51.5,143.5,86.8,13.4,202.3,40.5,6.0,20.8,8.972,14.2,8.584,7.4,10.7,6.2,13.3,24.4,16.944,9.334,6.4,train
2022-06-13 22:00:00,108.3,46.0,141.2,81.8,11.5,183.5,36.9,5.5,16.9,8.412,13.7,8.948,7.6,7.8,5.8,13.1,23.9,16.856,8.822,5.9,train
2022-06-13 23:00:00,58.5,30.5,104.3,89.3,8.2,113.2,25.4,3.5,10.2,5.248,11.2,5.788,4.8,6.1,3.3,9.4,16.4,12.016,4.93,3.3,train
2022-06-14 00:00:00,33.8,17.0,61.3,66.5,4.5,63.8,11.3,1.6,4.4,2.408,5.0,2.768,2.4,2.9,1.6,5.9,7.2,5.64,2.754,1.6,train
2022-06-14 01:00:00,24.8,7.2,40.0,20.6,2.3,42.2,5.2,0.5,2.6,0.943,2.0,1.052,1.1,1.2,1.2,3.8,4.1,2.544,1.296,1.0,train
